file_moi,file_goc,patient_id,phuong_phap,seed,tham_so
Aug_0044_pitch_P21WheezingRS_104.wav,P21WheezingRS_104.wav,P21,pitch,86,n_steps_range=-0.5..0.5
Aug_0045_mix_P22WheezingIE_109.wav,P22WheezingIE_109.wav,P22,mix,87,noise_file=postcard_018.wav
Aug_0046_shift_P22WheezingIU_106.wav,P22WheezingIU_106.wav,P22,shift,88,silence_file=im_lang_025.wav
Aug_0047_white_P22WheezingIU_110.wav,P22WheezingIU_110.wav,P22,white,89,noise_level=0.001
Aug_0048_stretch_P22WheezingRL_107.wav,P22WheezingRL_107.wav,P22,stretch,90,rate_range=0.8-1.2
Aug_0049_pitch_P22WheezingRS_108.wav,P22WheezingRS_108.wav,P22,pitch,91,n_steps_range=-0.5..0.5
Aug_0050_mix_P25WheezingIE_121.wav,P25WheezingIE_121.wav,P25,mix,92,noise_file=postcard_053.wav
Aug_0051_shift_P25WheezingIE_125.wav,P25WheezingIE_125.wav,P25,shift,93,silence_file=im_lang_058.wav
Aug_0052_white_P25WheezingIU_122.wav,P25WheezingIU_122.wav,P25,white,94,noise_level=0.001
Aug_0053_stretch_P25WheezingRL_123.wav,P25WheezingRL_123.wav,P25,stretch,95,rate_range=0.8-1.2
Aug_0054_pitch_P25WheezingRS_124.wav,P25WheezingRS_124.wav,P25,pitch,96,n_steps_range=-0.5..0.5
Aug_0055_mix_P27WheezingIE_133.wav,P27WheezingIE_133.wav,P27,mix,97,noise_file=postcard_024.wav
Aug_0056_shift_P27WheezingIU_134.wav,P27WheezingIU_134.wav,P27,shift,98,silence_file=im_lang_022.wav
Aug_0057_white_P27WheezingRL_131.wav,P27WheezingRL_131.wav,P27,white,99,noise_level=0.001
Aug_0058_stretch_P27WheezingRL_135.wav,P27WheezingRL_135.wav,P27,stretch,100,rate_range=0.8-1.2
Aug_0059_pitch_P27WheezingRS_132.wav,P27WheezingRS_132.wav,P27,pitch,101,n_steps_range=-0.5..0.5
Aug_0060_mix_P28WheezingIE_137.wav,P28WheezingIE_137.wav,P28,mix,102,noise_file=postcard_018.wav
Aug_0061_shift_P28WheezingIU_138.wav,P28WheezingIU_138.wav,P28,shift,103,silence_file=im_lang_045.wav
Aug_0062_white_P28WheezingRL_139.wav,P28WheezingRL_139.wav,P28,white,104,noise_level=0.001
Aug_0063_stretch_P28WheezingRS_136.wav,P28WheezingRS_136.wav,P28,stretch,105,rate_range=0.8-1.2
Aug_0064_pitch_P28WheezingRS_140.wav,P28WheezingRS_140.wav,P28,pitch,106,n_steps_range=-0.5..0.5
Aug_0065_mix_P29WheezingIE_141.wav,P29WheezingIE_141.wav,P29,mix,107,noise_file=postcard_031.wav
Aug_0066_shift_P29WheezingIE_145.wav,P29WheezingIE_145.wav,P29,shift,108,silence_file=im_lang_008.wav
Aug_0067_white_P29WheezingIU_142.wav,P29WheezingIU_142.wav,P29,white,109,noise_level=0.001
Aug_0068_stretch_P29WheezingRL_143.wav,P29WheezingRL_143.wav,P29,stretch,110,rate_range=0.8-1.2
Aug_0069_pitch_P29WheezingRS_144.wav,P29WheezingRS_144.wav,P29,pitch,111,n_steps_range=-0.5..0.5
Aug_0070_mix_P2AsthmaIE_9.wav,P2AsthmaIE_9.wav,P2,mix,112,noise_file=quat_phim_001.wav
Aug_0071_shift_P2AsthmaIU_10.wav,P2AsthmaIU_10.wav,P2,shift,113,silence_file=im_lang_001.wav
Aug_0072_white_P2AsthmaIU_6.wav,P2AsthmaIU_6.wav,P2,white,114,noise_level=0.001
Aug_0073_stretch_P2AsthmaRL_7.wav,P2AsthmaRL_7.wav,P2,stretch,115,rate_range=0.8-1.2
Aug_0074_pitch_P2AsthmaRS_8.wav,P2AsthmaRS_8.wav,P2,pitch,116,n_steps_range=-0.5..0.5
Aug_0075_mix_P30WheezingIE_149.wav,P30WheezingIE_149.wav,P30,mix,117,noise_file=postcard_030.wav
Aug_0076_shift_P30WheezingIU_146.wav,P30WheezingIU_146.wav,P30,shift,118,silence_file=im_lang_045.wav
Aug_0077_white_P30WheezingIU_150.wav,P30WheezingIU_150.wav,P30,white,119,noise_level=0.001
Aug_0078_stretch_P30WheezingRL_147.wav,P30WheezingRL_147.wav,P30,stretch,120,rate_range=0.8-1.2
Aug_0079_pitch_P30WheezingRS_148.wav,P30WheezingRS_148.wav,P30,pitch,121,n_steps_range=-0.5..0.5
Aug_0080_mix_P31WheezingIE_153.wav,P31WheezingIE_153.wav,P31,mix,122,noise_file=quat_phim_005.wav
Aug_0081_shift_P31WheezingIU_154.wav,P31WheezingIU_154.wav,P31,shift,123,silence_file=im_lang_003.wav
Aug_0082_white_P31WheezingRL_151.wav,P31WheezingRL_151.wav,P31,white,124,noise_level=0.001
Aug_0083_stretch_P31WheezingRL_155.wav,P31WheezingRL_155.wav,P31,stretch,125,rate_range=0.8-1.2
Aug_0084_pitch_P31WheezingRS_152.wav,P31WheezingRS_152.wav,P31,pitch,126,n_steps_range=-0.5..0.5
Aug_0085_mix_P32WheezingIE_157.wav,P32WheezingIE_157.wav,P32,mix,127,noise_file=postcard_005.wav
Aug_0086_shift_P32WheezingIU_158.wav,P32WheezingIU_158.wav,P32,shift,128,silence_file=im_lang_054.wav
Aug_0087_white_P32WheezingRL_159.wav,P32WheezingRL_159.wav,P32,white,129,noise_level=0.001
Aug_0088_stretch_P32WheezingRS_156.wav,P32WheezingRS_156.wav,P32,stretch,130,rate_range=0.8-1.2
Aug_0089_pitch_P32WheezingRS_160.wav,P32WheezingRS_160.wav,P32,pitch,131,n_steps_range=-0.5..0.5
Aug_0090_mix_P33WheezingIE_161.wav,P33WheezingIE_161.wav,P33,mix,132,noise_file=postcard_052.wav
Aug_0091_shift_P33WheezingIE_165.wav,P33WheezingIE_165.wav,P33,shift,133,silence_file=im_lang_031.wav
Aug_0092_white_P33WheezingIU_162.wav,P33WheezingIU_162.wav,P33,white,134,noise_level=0.001
Aug_0093_stretch_P33WheezingRL_163.wav,P33WheezingRL_163.wav,P33,stretch,135,rate_range=0.8-1.2
Aug_0094_pitch_P33WheezingRS_164.wav,P33WheezingRS_164.wav,P33,pitch,136,n_steps_range=-0.5..0.5
Aug_0095_mix_P34WheezingIE_169.wav,P34WheezingIE_169.wav,P34,mix,137,noise_file=postcard_009.wav
Aug_0096_shift_P34WheezingIU_166.wav,P34WheezingIU_166.wav,P34,shift,138,silence_file=im_lang_012.wav
Aug_0097_white_P34WheezingIU_170.wav,P34WheezingIU_170.wav,P34,white,139,noise_level=0.001
Aug_0098_stretch_P34WheezingRL_167.wav,P34WheezingRL_167.wav,P34,stretch,140,rate_range=0.8-1.2
Aug_0099_pitch_P34WheezingRS_168.wav,P34WheezingRS_168.wav,P34,pitch,141,n_steps_range=-0.5..0.5
Aug_0100_mix_P35WheezingIE_173.wav,P35WheezingIE_173.wav,P35,mix,142,noise_file=quat_phim_014.wav
Aug_0101_shift_P35WheezingIU_174.wav,P35WheezingIU_174.wav,P35,shift,143,silence_file=im_lang_058.wav
Aug_0102_white_P35WheezingRL_171.wav,P35WheezingRL_171.wav,P35,white,144,noise_level=0.001
Aug_0103_stretch_P35WheezingRL_175.wav,P35WheezingRL_175.wav,P35,stretch,145,rate_range=0.8-1.2
Aug_0104_pitch_P35WheezingRS_172.wav,P35WheezingRS_172.wav,P35,pitch,146,n_steps_range=-0.5..0.5
Aug_0105_mix_P36WheezingIE_177.wav,P36WheezingIE_177.wav,P36,mix,147,noise_file=quat_phim_017.wav
Aug_0106_shift_P36WheezingIU_178.wav,P36WheezingIU_178.wav,P36,shift,148,silence_file=im_lang_025.wav
Aug_0107_white_P36WheezingRL_179.wav,P36WheezingRL_179.wav,P36,white,149,noise_level=0.001
Aug_0108_stretch_P36WheezingRS_176.wav,P36WheezingRS_176.wav,P36,stretch,150,rate_range=0.8-1.2
Aug_0109_pitch_P36WheezingRS_180.wav,P36WheezingRS_180.wav,P36,pitch,151,n_steps_range=-0.5..0.5
Aug_0110_mix_P37WheezingIE_181.wav,P37WheezingIE_181.wav,P37,mix,152,noise_file=quat_phim_036.wav
Aug_0111_shift_P37WheezingIE_185.wav,P37WheezingIE_185.wav,P37,shift,153,silence_file=im_lang_031.wav
Aug_0112_white_P37WheezingIU_182.wav,P37WheezingIU_182.wav,P37,white,154,noise_level=0.001
Aug_0113_stretch_P37WheezingRL_183.wav,P37WheezingRL_183.wav,P37,stretch,155,rate_range=0.8-1.2
Aug_0114_pitch_P37WheezingRS_184.wav,P37WheezingRS_184.wav,P37,pitch,156,n_steps_range=-0.5..0.5
Aug_0115_mix_P38WheezingIE_189.wav,P38WheezingIE_189.wav,P38,mix,157,noise_file=quat_phim_018.wav
Aug_0116_shift_P38WheezingIU_186.wav,P38WheezingIU_186.wav,P38,shift,158,silence_file=im_lang_043.wav
Aug_0117_white_P38WheezingIU_190.wav,P38WheezingIU_190.wav,P38,white,159,noise_level=0.001
Aug_0118_stretch_P38WheezingRL_187.wav,P38WheezingRL_187.wav,P38,stretch,160,rate_range=0.8-1.2
Aug_0119_pitch_P38WheezingRS_188.wav,P38WheezingRS_188.wav,P38,pitch,161,n_steps_range=-0.5..0.5
Aug_0120_mix_P39WheezingIE_193.wav,P39WheezingIE_193.wav,P39,mix,162,noise_file=postcard_006.wav
Aug_0121_shift_P39WheezingIU_194.wav,P39WheezingIU_194.wav,P39,shift,163,silence_file=im_lang_034.wav
Aug_0122_white_P39WheezingRL_191.wav,P39WheezingRL_191.wav,P39,white,164,noise_level=0.001
Aug_0123_stretch_P39WheezingRL_195.wav,P39WheezingRL_195.wav,P39,stretch,165,rate_range=0.8-1.2
Aug_0124_pitch_P39WheezingRS_192.wav,P39WheezingRS_192.wav,P39,pitch,166,n_steps_range=-0.5..0.5
Aug_0125_mix_P3AsthmaIE_13.wav,P3AsthmaIE_13.wav,P3,mix,167,noise_file=postcard_029.wav
Aug_0126_shift_P3AsthmaIU_14.wav,P3AsthmaIU_14.wav,P3,shift,168,silence_file=im_lang_047.wav
Aug_0127_white_P3AsthmaRL_11.wav,P3AsthmaRL_11.wav,P3,white,169,noise_level=0.001
Aug_0128_stretch_P3AsthmaRL_15.wav,P3AsthmaRL_15.wav,P3,stretch,170,rate_range=0.8-1.2
Aug_0129_pitch_P3AsthmaRS_12.wav,P3AsthmaRS_12.wav,P3,pitch,171,n_steps_range=-0.5..0.5
Aug_0130_mix_P40WheezingIE_197.wav,P40WheezingIE_197.wav,P40,mix,172,noise_file=postcard_045.wav
Aug_0131_shift_P40WheezingIU_198.wav,P40WheezingIU_198.wav,P40,shift,173,silence_file=im_lang_020.wav
Aug_0132_white_P40WheezingRL_199.wav,P40WheezingRL_199.wav,P40,white,174,noise_level=0.001
Aug_0133_stretch_P40WheezingRS_196.wav,P40WheezingRS_196.wav,P40,stretch,175,rate_range=0.8-1.2
Aug_0134_pitch_P40WheezingRS_200.wav,P40WheezingRS_200.wav,P40,pitch,176,n_steps_range=-0.5..0.5
Aug_0135_mix_P42WheezingIE_209.wav,P42WheezingIE_209.wav,P42,mix,177,noise_file=postcard_027.wav
Aug_0136_shift_P42WheezingIU_206.wav,P42WheezingIU_206.wav,P42,shift,178,silence_file=im_lang_007.wav
Aug_0137_white_P42WheezingIU_210.wav,P42WheezingIU_210.wav,P42,white,179,noise_level=0.001
Aug_0138_stretch_P42WheezingRL_207.wav,P42WheezingRL_207.wav,P42,stretch,180,rate_range=0.8-1.2
Aug_0139_pitch_P42WheezingRS_208.wav,P42WheezingRS_208.wav,P42,pitch,181,n_steps_range=-0.5..0.5
Aug_0140_mix_P43WheezingIE_213.wav,P43WheezingIE_213.wav,P43,mix,182,noise_file=postcard_057.wav
Aug_0141_shift_P43WheezingIU_214.wav,P43WheezingIU_214.wav,P43,shift,183,silence_file=im_lang_006.wav
Aug_0142_white_P43WheezingRL_211.wav,P43WheezingRL_211.wav,P43,white,184,noise_level=0.001
Aug_0143_stretch_P43WheezingRL_215.wav,P43WheezingRL_215.wav,P43,stretch,185,rate_range=0.8-1.2
Aug_0144_pitch_P43WheezingRS_212.wav,P43WheezingRS_212.wav,P43,pitch,186,n_steps_range=-0.5..0.5
Aug_0145_mix_P44WheezingIE_217.wav,P44WheezingIE_217.wav,P44,mix,187,noise_file=postcard_044.wav
Aug_0146_shift_P44WheezingIU_218.wav,P44WheezingIU_218.wav,P44,shift,188,silence_file=im_lang_050.wav
Aug_0147_white_P44WheezingRL_219.wav,P44WheezingRL_219.wav,P44,white,189,noise_level=0.001
Aug_0148_stretch_P44WheezingRS_216.wav,P44WheezingRS_216.wav,P44,stretch,190,rate_range=0.8-1.2
Aug_0149_pitch_P44WheezingRS_220.wav,P44WheezingRS_220.wav,P44,pitch,191,n_steps_range=-0.5..0.5
Aug_0150_mix_P45WheezingIE_221.wav,P45WheezingIE_221.wav,P45,mix,192,noise_file=postcard_047.wav
Aug_0151_shift_P45WheezingIE_225.wav,P45WheezingIE_225.wav,P45,shift,193,silence_file=im_lang_035.wav
Aug_0152_white_P45WheezingIU_222.wav,P45WheezingIU_222.wav,P45,white,194,noise_level=0.001
Aug_0153_stretch_P45WheezingRL_223.wav,P45WheezingRL_223.wav,P45,stretch,195,rate_range=0.8-1.2
Aug_0154_pitch_P45WheezingRS_224.wav,P45WheezingRS_224.wav,P45,pitch,196,n_steps_range=-0.5..0.5
Aug_0155_mix_P46WheezingIE_229.wav,P46WheezingIE_229.wav,P46,mix,197,noise_file=quat_phim_009.wav
Aug_0156_shift_P46WheezingIU_226.wav,P46WheezingIU_226.wav,P46,shift,198,silence_file=im_lang_003.wav
Aug_0157_white_P46WheezingIU_230.wav,P46WheezingIU_230.wav,P46,white,199,noise_level=0.001
Aug_0158_stretch_P46WheezingRL_227.wav,P46WheezingRL_227.wav,P46,stretch,200,rate_range=0.8-1.2
Aug_0159_pitch_P46WheezingRS_228.wav,P46WheezingRS_228.wav,P46,pitch,201,n_steps_range=-0.5..0.5
Aug_0160_mix_P48WheezingIE_237.wav,P48WheezingIE_237.wav,P48,mix,202,noise_file=quat_phim_037.wav
Aug_0161_shift_P48WheezingIU_238.wav,P48WheezingIU_238.wav,P48,shift,203,silence_file=im_lang_005.wav
Aug_0162_white_P48WheezingRL_239.wav,P48WheezingRL_239.wav,P48,white,204,noise_level=0.001
Aug_0163_stretch_P48WheezingRS_236.wav,P48WheezingRS_236.wav,P48,stretch,205,rate_range=0.8-1.2
Aug_0164_pitch_P48WheezingRS_240.wav,P48WheezingRS_240.wav,P48,pitch,206,n_steps_range=-0.5..0.5
Aug_0165_mix_P49WheezingIE_241.wav,P49WheezingIE_241.wav,P49,mix,207,noise_file=quat_phim_004.wav
Aug_0166_shift_P49WheezingIE_245.wav,P49WheezingIE_245.wav,P49,shift,208,silence_file=im_lang_017.wav
Aug_0167_white_P49WheezingIU_242.wav,P49WheezingIU_242.wav,P49,white,209,noise_level=0.001
Aug_0168_stretch_P49WheezingRL_243.wav,P49WheezingRL_243.wav,P49,stretch,210,rate_range=0.8-1.2
Aug_0169_pitch_P49WheezingRS_244.wav,P49WheezingRS_244.wav,P49,pitch,211,n_steps_range=-0.5..0.5
Aug_0170_mix_P50WheezingIE_249.wav,P50WheezingIE_249.wav,P50,mix,212,noise_file=postcard_050.wav
Aug_0171_shift_P50WheezingIU_246.wav,P50WheezingIU_246.wav,P50,shift,213,silence_file=im_lang_009.wav
Aug_0172_white_P50WheezingIU_250.wav,P50WheezingIU_250.wav,P50,white,214,noise_level=0.001
Aug_0173_stretch_P50WheezingRL_247.wav,P50WheezingRL_247.wav,P50,stretch,215,rate_range=0.8-1.2
Aug_0174_pitch_P50WheezingRS_248.wav,P50WheezingRS_248.wav,P50,pitch,216,n_steps_range=-0.5..0.5
Aug_0175_mix_P51WheezingIE_253.wav,P51WheezingIE_253.wav,P51,mix,217,noise_file=postcard_036.wav
Aug_0176_shift_P51WheezingIU_254.wav,P51WheezingIU_254.wav,P51,shift,218,silence_file=im_lang_019.wav
Aug_0177_white_P51WheezingRL_251.wav,P51WheezingRL_251.wav,P51,white,219,noise_level=0.001
Aug_0178_stretch_P51WheezingRL_255.wav,P51WheezingRL_255.wav,P51,stretch,220,rate_range=0.8-1.2
Aug_0179_pitch_P51WheezingRS_252.wav,P51WheezingRS_252.wav,P51,pitch,221,n_steps_range=-0.5..0.5
Aug_0180_mix_P52WheezingIE_257.wav,P52WheezingIE_257.wav,P52,mix,222,noise_file=quat_phim_039.wav
Aug_0181_shift_P52WheezingIU_258.wav,P52WheezingIU_258.wav,P52,shift,223,silence_file=im_lang_021.wav
Aug_0182_white_P52WheezingRL_259.wav,P52WheezingRL_259.wav,P52,white,224,noise_level=0.001
Aug_0183_stretch_P52WheezingRS_256.wav,P52WheezingRS_256.wav,P52,stretch,225,rate_range=0.8-1.2
Aug_0184_pitch_P52WheezingRS_260.wav,P52WheezingRS_260.wav,P52,pitch,226,n_steps_range=-0.5..0.5
Aug_0185_mix_P54WheezingIE_269.wav,P54WheezingIE_269.wav,P54,mix,227,noise_file=postcard_051.wav
Aug_0186_shift_P54WheezingIU_266.wav,P54WheezingIU_266.wav,P54,shift,228,silence_file=im_lang_058.wav
Aug_0187_white_P54WheezingIU_270.wav,P54WheezingIU_270.wav,P54,white,229,noise_level=0.001
Aug_0188_stretch_P54WheezingRL_267.wav,P54WheezingRL_267.wav,P54,stretch,230,rate_range=0.8-1.2
Aug_0189_pitch_P54WheezingRS_268.wav,P54WheezingRS_268.wav,P54,pitch,231,n_steps_range=-0.5..0.5
Aug_0190_mix_P55WheezingIE_273.wav,P55WheezingIE_273.wav,P55,mix,232,noise_file=postcard_035.wav
Aug_0191_shift_P55WheezingIU_274.wav,P55WheezingIU_274.wav,P55,shift,233,silence_file=im_lang_043.wav
Aug_0192_white_P55WheezingRL_271.wav,P55WheezingRL_271.wav,P55,white,234,noise_level=0.001
Aug_0193_stretch_P55WheezingRL_275.wav,P55WheezingRL_275.wav,P55,stretch,235,rate_range=0.8-1.2
Aug_0194_pitch_P55WheezingRS_272.wav,P55WheezingRS_272.wav,P55,pitch,236,n_steps_range=-0.5..0.5
Aug_0195_mix_P56WheezingIE_277.wav,P56WheezingIE_277.wav,P56,mix,237,noise_file=quat_phim_019.wav
Aug_0196_shift_P56WheezingIU_278.wav,P56WheezingIU_278.wav,P56,shift,238,silence_file=im_lang_050.wav
Aug_0197_white_P56WheezingRL_279.wav,P56WheezingRL_279.wav,P56,white,239,noise_level=0.001
Aug_0198_stretch_P56WheezingRS_276.wav,P56WheezingRS_276.wav,P56,stretch,240,rate_range=0.8-1.2
Aug_0199_pitch_P56WheezingRS_280.wav,P56WheezingRS_280.wav,P56,pitch,241,n_steps_range=-0.5..0.5
Aug_0200_mix_P57WheezingIE_281.wav,P57WheezingIE_281.wav,P57,mix,242,noise_file=postcard_042.wav
Aug_0201_shift_P57WheezingIE_285.wav,P57WheezingIE_285.wav,P57,shift,243,silence_file=im_lang_057.wav
Aug_0202_white_P57WheezingIU_282.wav,P57WheezingIU_282.wav,P57,white,244,noise_level=0.001
Aug_0203_stretch_P57WheezingRL_283.wav,P57WheezingRL_283.wav,P57,stretch,245,rate_range=0.8-1.2
Aug_0204_pitch_P57WheezingRS_284.wav,P57WheezingRS_284.wav,P57,pitch,246,n_steps_range=-0.5..0.5
Aug_0205_mix_P58WheezingIU_286.wav,P58WheezingIU_286.wav,P58,mix,247,noise_file=postcard_058.wav
Aug_0206_shift_P58WheezingRL_287.wav,P58WheezingRL_287.wav,P58,shift,248,silence_file=im_lang_053.wav
Aug_0207_white_P58WheezingRS_288.wav,P58WheezingRS_288.wav,P58,white,249,noise_level=0.001
Aug_0208_stretch_P5AsthmaIE_21.wav,P5AsthmaIE_21.wav,P5,stretch,250,rate_range=0.8-1.2
Aug_0209_pitch_P5AsthmaIE_25.wav,P5AsthmaIE_25.wav,P5,pitch,251,n_steps_range=-0.5..0.5
Aug_0210_mix_P5AsthmaIU_22.wav,P5AsthmaIU_22.wav,P5,mix,252,noise_file=quat_phim_039.wav
Aug_0211_shift_P5AsthmaRL_23.wav,P5AsthmaRL_23.wav,P5,shift,253,silence_file=im_lang_034.wav
Aug_0212_white_P5AsthmaRS_24.wav,P5AsthmaRS_24.wav,P5,white,254,noise_level=0.001
Aug_0213_stretch_P7AsthmaIE_33.wav,P7AsthmaIE_33.wav,P7,stretch,255,rate_range=0.8-1.2
Aug_0214_pitch_P7AsthmaIU_34.wav,P7AsthmaIU_34.wav,P7,pitch,256,n_steps_range=-0.5..0.5
Aug_0215_mix_P7AsthmaRL_31.wav,P7AsthmaRL_31.wav,P7,mix,257,noise_file=postcard_040.wav
Aug_0216_shift_P7AsthmaRL_35.wav,P7AsthmaRL_35.wav,P7,shift,258,silence_file=im_lang_041.wav
Aug_0217_white_P7AsthmaRS_32.wav,P7AsthmaRS_32.wav,P7,white,259,noise_level=0.001
Aug_0218_stretch_P8AsthmaIE_37.wav,P8AsthmaIE_37.wav,P8,stretch,260,rate_range=0.8-1.2
Aug_0219_pitch_P8AsthmaIU_38.wav,P8AsthmaIU_38.wav,P8,pitch,261,n_steps_range=-0.5..0.5
Aug_0220_mix_P8AsthmaRL_39.wav,P8AsthmaRL_39.wav,P8,mix,262,noise_file=postcard_040.wav
Aug_0221_shift_P8AsthmaRS_36.wav,P8AsthmaRS_36.wav,P8,shift,263,silence_file=im_lang_047.wav
Aug_0222_white_P8AsthmaRS_40.wav,P8AsthmaRS_40.wav,P8,white,264,noise_level=0.001
Aug_0223_stretch_P9AsthmaIE_41.wav,P9AsthmaIE_41.wav,P9,stretch,265,rate_range=0.8-1.2
Aug_0224_pitch_P9AsthmaIE_45.wav,P9AsthmaIE_45.wav,P9,pitch,266,n_steps_range=-0.5..0.5
Aug_0225_mix_P9AsthmaIU_42.wav,P9AsthmaIU_42.wav,P9,mix,267,noise_file=postcard_025.wav
Aug_0226_shift_P9AsthmaRL_43.wav,P9AsthmaRL_43.wav,P9,shift,268,silence_file=im_lang_048.wav
Aug_0227_white_P9AsthmaRS_44.wav,P9AsthmaRS_44.wav,P9,white,269,noise_level=0.001
Aug_0228_stretch_P10AsthmaIE_49.wav,P10AsthmaIE_49.wav,P10,stretch,270,rate_range=0.8-1.2
Aug_0229_pitch_P10AsthmaIU_46.wav,P10AsthmaIU_46.wav,P10,pitch,271,n_steps_range=-0.5..0.5
Aug_0230_mix_P10AsthmaIU_50.wav,P10AsthmaIU_50.wav,P10,mix,272,noise_file=quat_phim_001.wav
